,news,type
592,"Actress Roberts takes spider role
 
 Actress Julia Roberts will play the part of a spider in a new film version of children's classic Charlotte's Web.The film - a mix of live action and animation - will be Roberts' first project since the birth of her twins, Hazel and Phinnaeus, two months ago.She will voice Charlotte, who teams up with a girl to save their friend Wilbur the pig, in the story by EB White.",entertainment
593,"De Niro film leads US box office
unicode error",entertainment
594,"Mogul Wilson backing UK rap band
 
 Tony Wilson, the music mogul who established the influential Factory Records in the 1980s, is to launch a new label - convinced he has discovered his ""third major band"".Wilson believes Raw T could be ""to F4 as Joy Division were to Factory records"".Now Wilson believes rap act Raw T - signed to his F4 label, the fourth incarnation of Factory - will ""complete the hat-trick"".",entertainment
595,"Patti Smith to host arts festival
Last year's Meltdown festival, directed by the ex-Smiths star Morrissey, included appearances by singer Jane Birkin, Nancy Sinatra and playwright Alan Bennett. 
 Rock star Patti Smith has been made artistic director of this year's Meltdown festival, to be held at London's South Bank Centre in June.The punk pioneer follows Morrissey, David Bowie and Nick Cave in directing 15 days of concerts and events.",entertainment
596,"Musical treatment for Capra film
Mr Thoday managed to buy the rights to the story from Van Doren Stern's family in 1999, following Mr Brown's success with Spend Spend Spend. 
 The classic film It's A Wonderful Life is to be turned into a musical by the producer of the controversial hit show Jerry Springer - The Opera.Mr Thoday said the idea of turning the film into a musical had been an ambition of his for almost 20 years.",entertainment
597,"Poppins musical gets flying start
Mary Poppins was originally created by author Pamela Travers, who is said to have cried when she saw Disney's 1964 film starring Julie Andrews.Theatre impresario Sir Cameron Mackintosh has said he hopes the musical is a blend of the sweet-natured film and the original book.
A number of celebrities turned out for the musical's premiere, including actress Barbara Windsor, comic Graham Norton and Sir Richard Attenborough.",entertainment
598,"Police praise 'courageous' Ozzy
""Whilst selecting items of jewellery, the burglar was disturbed by Ozzy who very courageously tackled this burglar and pursued him from the house,"" he said.His wife Sharon, who called the police, said her wedding rings were taken from her bedside table as she slept. 
 Rock star Ozzy Osbourne has been praised by police for ""very courageously"" tackling a burglar who stole jewellery from his house.",entertainment
599,"Jugnot 'tops French actor league'
unicode error",entertainment
600,"Critics back Aviator for Oscars
- Jamie Graham, Total Film: Film - The Aviator; director - Martin Scorsese; actor - Jamie Foxx; actress - Hilary Swank.- Charles Gant, Heat: Film - The Aviator; director - Clint Eastwood; actor - Jamie Foxx; actress - Hilary Swank.- Tim Dams, Screen International: Film - Million Dollar Baby; director - Clint Eastwood; actor - Jamie Foxx; actress - Hilary Swank.",entertainment
601,"UK TV channel rapped for CSI ad
 
 TV channel Five has been criticised for sending ""offensive"" and ""threatening"" advertising material to viewers for a new show about murder scene scientists.The promotion material was sent in brown envelope of the type used by investigators in the series, a spin-off from the highly successful CSI: Crime Scene Investigation series, which also runs on Five.Five said it had received 100 complaints but that it had been surprised at the reaction because it was ""obvious this material is promoting a drama"".",entertainment
602,"Fockers fuel festive film chart
unicode error",entertainment
603,"Actor Foxx sees Globe nominations
 
 US actor Jamie Foxx has been given two nominations for Golden Globe awards, with Meryl Streep, Morgan Freeman and Cate Blanchett also up for prizes.Last year, The Lord Of the Rings: The Return Of the King was named best drama movie while Lost In Translation won best musical or comedy.The Golden Globes, Hollywood's second most prominent awards, are the first major nominations to be announced.",entertainment
604,"Downloads enter US singles chart
A spokesman for the British Phonographic Industry (BPI) said the first combined UK download and sales chart was due to be compiled ""within the first half of this year"".Digital sales in the US are already used to compile Billboard's Hot Digital Sales chart.Its second new chart - the Pop 100 - also combines airplay, digital and physical sales but confines its airplay information to US radio stations which play chart music.",entertainment
605,"Bennett play takes theatre prizes
Diana Rigg was best actress for Suddenly Last Summer, Dame Judi Dench was best supporting actress for the RSC's All's Well That Ends Well and The History Boys' Samuel Barnett was best supporting actor.
Partly based upon Alan Bennett's experience as a teacher, The History Boys has been at London's National Theatre since last May. 
 The History Boys by Alan Bennett has been named best new play in the Critics' Circle Theatre Awards.",entertainment
606,"Scissor Sisters triumph at Brits
Whilst Angels is a popular song it is not even the best song in Robbie's repertoire never mind best song of the last 25 years.While I am biassed in that I thought Love Will Tear Us Apart should have won, in all seriousness, I think that the best song of the last 25 years should not include songs less than 5 years old as that would exclude songs which are popular because of novelty.I think Angels is a great song and deserved to be in the run up for this award but I don't think its the best song from the past 25 years!",entertainment
607,"Jarre joins fairytale celebration
Denmark's Crown Prince Frederik and Crown Princess Mary visited New York on Monday to help promote the festivities.The royal couple also visited the Hans Christian Anderson School complex, where Queen Mary read The Ugly Duckling to the young audience.""Christian Andersen's fairy tales are timeless and universal,"" said Jarre.",entertainment
