,news,type
94,"Mr Marchionne, who only joined the company last year, said Fiat Auto was now the ""principal focus"" of his attention.""I have made the decision to take on the post of chief executive of the auto unit to speed up the company's recovery,"" he said.Sergio Marchionne has replaced Herbert Demel as chief executive of Fiat Auto, with Mr Demel leaving the company.",business
95,"It has argued the deal was voided by Fiat's decision to sell off Fiat's finance arm and halve GM's stake via a capital-raising effort.But Gianni Agnelli, the godfather of the group, wanted to keep control, and preferred GM's offer to buy a 20% stake and give Fiat the right to sell in the future, known as a ""put option"".For its part, GM's European units Opel and Saab have both had trouble, with Opel management threatening to cut 12,000 jobs.",business
96,"Dollar slides ahead of New Year
 
 The US dollar has hit a new record low against the euro and analysts predict that more declines are likely in 2005.""People want to go into the weekend and the New Year positioned for a weaker buck,"" said Tim Mazanec, director of foreign exchange at Investors Bank and Trust.Investors are concerned about the size of the US trade and budget deficits and are betting that George W Bush's administration will allow the dollar to weaken despite saying they favour a strong currency.",business
97,"""The continuing economic expansion, combined with job growth, has consumers ending this year on a high note,"" said Lynn Franco, director of the Conference Board's consumer research centre.Consumer confidence figures are considered a key economic indicator because consumer spending accounts for about two thirds of all economic activity in the United States.US consumer confidence up
 
 Consumers' confidence in the state of the US economy is at its highest for five months and they are optimistic about 2005, an influential survey says.",business
98,"Mr Saakashvili, elected president in January after Mr Shevardnadze was toppled, has urged the Georgian Parliament to approve the amnesty as soon as possible.The new government is encouraging companies to pay taxes by scrapping existing corruption investigations and destroying all tax records from before 1 January, three days before President Saakashvili was elected.By declaring their assets and paying the one-off tax, people would be able to ""legalise their property"", Mr Saakashvili stressed.",business
99,unicode error,business
100,"""It will take until the fourth quarter of next year before tourist visitors in Phuket and five other provinces return to their normal level,"" said Naris Chaiyasoot, director general at the ministry's fiscal policy office.Investors seemed to feel that some of the worst-affected areas - such as Aceh in Indonesia - were so under-developed that the tragedy would little impact on Asia's listed companies, according to analysts.Thailand may lose 30bn baht (£398m; $768m) in earnings from tourism over the next three months, according to tourism minister Sontaya Kunplome.",business
101,"Under the deal, production of the Hoodia cactus at Phytopharm's nursery in South Africa will also rise from eight million plants to potentially hundreds of millions, said Phytopharm chief executive Richard Dixey.Cactus diet deal for Phytopharm
 
 A slimming aid made from a southern African cactus is set to be developed by UK firm Phytopharm and Unilever.""This deal goes a long way to restoring the market faith in Phytopharm's pipeline after the Pfizer exit,"" said analyst Erling Refsum at Nomura.
",business
102,"India's Deccan gets more planes
 
 Air Deccan has signed a deal to acquire 36 planes from Avions de Transport Regional (ATR).But Air Deccan's managing director Gorur Gopinath has said the price agreed was less than the catalogue price of $17.6m (£9.49m) per plane.Filippo Bagnato, ATR's chief executive, has said that his firm will also work with Air Deccan to create a training centre in Bangalore.",business
103,"Boeing secures giant Japan order
 
 Boeing is to supply Japan Airlines with up to 50 of its forthcoming 7E7 planes in a deal that could be worth as much as $6bn (£3.1bn) for the US giant.Boeing's great European competitor is to sell 10 of its forthcoming A350 to Spanish carrier Air Europe, which has the option to buy two more in a deal that could be worth more than $1.8bn.""We chose the 7E7 after carefully considering both it and Airbus' aircraft,"" said a Japan Airlines spokesman.",business
104,"Brute force budget cuts or spending caps would ill-serve the nation's elderly and indigent.News coverage of the Bush budget will be dominated by debates about spending cuts, but the fact is these will be large cuts in small programs.First on the list should be tax reform to raise revenue, simplify the tax code, and restore some fairness eroded by the Bush tax cuts.",business
